"complaint","category"
"kantor dinas lingkungan hidup kota singkawang menempati gedung gagar budaya ""vetor afdeling"" yang dibangun pada tahun 1902. pemanfaatan gedung ini dalam rangka untuk merawat dan pemeliharaannya. bangunan sekitarnya nampak kumuh tidak terpelihara. mana anggaran pemeliharaan bangunan cagar budaya?",others
"sampah sudah numpuk sudah 3 minggu ngak di angkut .
sampai saya buang sendiri parah benar 😡
kenapa sampah sikit ngak mau di angkut apa terlihat penuh jadi berat gitu , kan sampah kotak awal nya jadi ringan.
ini sudah bau ngak di angkut😡",sampah
"terimakasih sudah memperbaiki dan berbenah diri khususnya partisifasi masyarakatnya sendiri yg mau membuang sampah ketempat sampah yg sdh disediakan, semoga kota balangan khususnya warga batumandi untuk tidak lagi membuang sampah ke sungai.",sampah
"benar kah, kalau membuang sampah pada tempatnya di tps umum pinggir jalan, dekat posko pemadam belimbing raya jln.fajar baru itu berbayar sekali membuang sampah ke situ. soalnya yg saya tau, kalau yg berbayar itu biasanya yg di ambil ke rmh2 aja.kalau memang berbayar, mending gk usah di taroh di situ tmpt sampahnya. kata salah satu oknum dsna harus bayar 10rb kalau nitip sampah di situ. mohon di tindak lanjuti.",sampah
"keluhan tentang pelayanan persampahan, pertanyaan seputar lingkungan dan sistem penangan sampah dan amdal bisa langsung datang ke dinas lingkungan hidup jl. re martadinata blok d lt. 2",sampah
pengurusan berkas sppl sebagai pelengkap dalam dokumen pbg saat ini. kalo mo mengurus langsung cari aja pa ismail dan ibu lisna biar cepet.,others
asap gak selesai2 tiap hari yang ada tambah parah tolong solusinya hukum oknum yg bakar hutan lahan dengan jelas dan tegas,hutan
"kantor pemerintah kota yang lokasinya berdekatan dengan sungai martapura, dengan front office yg kekinian dan pelayanan yang ramah",layanan
"kantor lingkungan hidup tapi kondisi fisik tidak terawat, mobil dan kantor kumuh, dan tidak bersih.
semoga kebersihan kantor dan hasil kerja, bisa lebih baik lagi. semoga kepala bidang dan tim sdm dibawahnya kompeten dalam mengurus lingkungan hidup di kota samarinda. dimulai dari kinerja & citra kantor.",others
"pelayanannya kurang bagus, menayakan terkait follow up surat dilempar sana sini. dan harus menunggu dulu karena ibunya diluar.",layanan
"area parkir kantor kurang luas, karena banyak truk pengangkut sampah yang parkir di dalam area kantor. jadi lumayan menyulitkan bagi tamu yang akan berkunjung ke kantor ini untuk mencari tempat parkir. kondisi ini menimbulkan kesan kumuh dan semeraut. namun yang mengesankan adalah terdapat area merokok yang terbuat dari brick botol-botol plastik bekas yang berada di samping pintu masuk utama👍👍👍",sampah
"tolong lampu jalan daerah jalan abdurrasyid udah mau 2 bulan mati total, sejak sebelum bulan puasa, tapi sampai sekarang belum ada tindak perbaikan.",fasilitas umum
butuh tukang senso kah? ada lowongan kerja dibagian nyenso atau tebang & potong pohon?,hutan
tolong donk dikoreksi sekarang uda jadi dinas lingkungan hidup...supaya tidak salah... supaya memudahkan masyarakat yg akan berurusan le sana. trmksh..,others
"badan lingkungan hidup provinsi kalimantan timur, salah satu kantor pemerintahan yang angin sepoi-sepoi pepohonannya bisa anda rasakan begitu memasuki pintu gerbangnya. mereka memiliki mushola yang bagus dengan mukena yang bersih dan harum (baju salah)",hutan
"koordinasi untuk urusan data-data mengenai pengelolaan sampah di kota balikpapan.
kantornya cukup bersih.",sampah
"mohon bertanya, apakah pembersihan dan perbaikan akibat pohon tumbang   diarea bagian atas hutan kota balsel seberang puskesmas sepinggan menjadi tugas dlh. tks",hutan
"mau bayar retribusi, tutup jam 14.15, sy datang jam 14.10, bilang nya jam pelayanan sudah tutup, padahal masih ada waktu 5 menit, semanasih cuma bayar doang kaya lama betul ngelayanin, emang malas ngelayanin ya, mau cepat-cepat pulang dia.",layanan
kantor dinas apa ini. hari raya  ko orang orang di suruh kerja.. yang libur cuma pns nya aja...orang orang kantor ini islam apa bukan,others
"tempat nya bagus,bersih dan karyawan""baik dan ramah dalam masalah melayani....meskipun saya hanya psg selama 3 bulan disana tpi tmpatnya memang the best....pertahankan ya...",others
kantor tempat izin tebang pohon dipersulit sampai kiamat nggak dipotong2 pohonya... malu kota balikpapan,hutan
"kantor bersih dan nyaman, kamu bisa mendapat berbagai informasi penting tentang lingkungan hidup, disini 😃 …",others
telepon tidak pernah diangkat sehingga masyarakat yang memerlukan informasi dan pelayanan cepat melalui telepon kecewa,layanan
"tempat itu memiliki bangunan-bangunan besar yang terletak di tempat terpencil tetapi memiliki tempat parkir yang bagus. terkadang layanan untuk makalah anda sangat terlambat, tetapi di lain waktu mungkin sangat cepat! untung saja staff wanitanya kebanyakan ramah..",layanan
"saran untuk dinas lingkungan hidup, saya baru satu minggu di kota ini dan banyak sekali perbedaan yang saya rasakan. terutama masalah kebersihan
1. layanan pembuangan sampah apakah perlu biaya bulanan yang dibebankan ke masyarakat? ini lucu, soalnya di beberapa kota tidak ada layanan jemput sampah berbayar
2. banyak nyamuk, terutama di kontrakan atau kosan, karena tidak ada parit untuk menyalurkan pembuangan limbah.
3. banyak sampah di area publik, saya heran sama warga yang suka buang sampah sembarangan, untuk diarea publik, kenapa dinas terkait tidak memperkerjakan orang untuk membersihkan sampah?
3.1 tempat sampah banyak yang rusak dan bolong²",sampah
"ini foto sampah di desa muara, kec.wanasalam, lebak, banten.
banyak sekali sampah di buang sembarangan di setiap lahan kosong dan juga di pinggir jl.raya binuangeun, lebak, banten.
sampah tidak pernah di bakar atau di angkut ke tpa.lokasi sampah kotor dan bau.
apakah dlh lebak bisa mengangkut sampah2 tsb?",sampah
"usahakan truk sampah untuk wilayah komdik, ketika sampah yang ada di perumahan komdik diambil. jangan libur panjang, nanti saya tagih uang bulanannya cepat, tapi sudah waktunya minta. 😑 …",sampah
"dinas lingkungan hidup yang berada di jalan iskandar muda kelurahan mekarsari kecamatan neglasari kota tangerang.
tempat untuk pelaporan dan mengikuti sosialisasi terkait lingkungan hidup.",fasilitas umum
"lumayan jauh jaraknya dari rumah, tadi kesana mau ngajuin penelitian gitu pelayanannya ramah dan ngasih informasi yang baik juga. cuma itu aja sih karena cepet juga cuma sekedar nanya pengajuan penelitian",layanan
"apah cba baru bang sampah dikit saja sudah di pintain kopi sama roko shii
dari supir sama pengawasnya
#pasar bengkok
#jln.kh.mas mansyur
tolong donk di pertanyakan. klo saya buang sampah banya saya gerti pasti saya bliin . ya lokan saya buang 1 kantong kecil aja di pintain gtu gmna shii",sampah
"pelayanannya buruk. saya datang setelah jam makan siang, ibu yang piket bilang masih istirahat wkwkwk. untung bapak disebelahnya negur, mana si ibu minta maafnya asal-asalan. udah gitu dilayaninnya kek ogah-ogahan, tipikal pelayanan publik yg pake bpjs pada umumnya.",fasilitas umum
"tolong bantuan dari dinas lingkungan hidup kota tangerang, untuk membantu membersihkan sampah yang mulai menggunung di dekat kelurahan pondok bahar. mulai dr sd 03, smp 24, sd 01, terowongan sebelum ke sd 01 dan jembatan tol di mana sampah2 mulai sangat mencemari lingkungan dan membuat tidak nyaman. apalagi yang di dekat jembatan tol sudah seperti di bantar gebang. tolong bantuannya dari rekan2 di dinas lingkungan hidup tangerang untuk membantu membersihkannya. terima kasih",sampah
"merestorasi kawasan sempadan sungai cisadane (kota tangerang) ,menjadi hutan konservasi untuk satwa liar endemik pulau jawa , lokasi gak jauh dari kantor dlh  , bisa kah masyarakat mendapatkan bibit tanaman hutan di sini  ,  dan cara menangani masyarakat membuang sampah ke lokasi tersebut , minimal saya butuh plang tulisan larangan buang sampah + berburu hewan di kawasan tersebut . terimakasih",sampah
"maaf sebelumnya mau tanya apakah dinas lingkungan hidup itu hanya mengurus sampah saja atau laporan lainya seperti polusi udara dan irigasi tercemar limbah..soalnya saya hanya masyarakat kecil yang menderita dengan limbah buangan lewat saluran air dan udara setiap hari dari tetangga yang mendaur ulang bekas plastik kimia,kepada siapakah saya harus mengadu?,karena saya berhak hidup sehat..terima kasih",sampah
mobil sampah tolong donk kasih lampu rem d lampu sen karena klau belok seenaknya aja karena sangat membahayakan pengendara lain d sopir nya klau menjalankannya selalu ungal-ungalan jangan mentang-mentang nomor nya plat merah di jalan raya seenaknya aja  tolong di tindak jangan diam aja pa,sampah
"ini sampah ditempat saya kunciran indah pinang, udah 2 minggu ga diangkat angkat, kadang cepet kadang lama sampe 2 minggu ga dateng. gimana si petugasnya",sampah
lokasi yang tertata rapih dengan fasilitas parkir cukup. petugas pun ramah. benerapa waktu ke dlh untuk ambil piagam sertifikasi kampung mandiri,others
"petugas angkut sampah area kantor imigrasi etika  terhadap orang lain sangat tidak sopan ketika ingin mengangkut sampah yg mana keadaannya sedang tertutup mobil yang parkir, mohon di tindak sopir dan kernetnya truk sampah ini",sampah
"berbagai macam rasa spt permen nano-nano dari waktu ke waktu namun di sinilah aku mengais rezeki,semoga selalu lebih baik dan lebih baik terus seiring berjalannya waktu dgn tuntutan pelayanan yang lebih optimal.",fasilitas umum
"gimana si sampah udah hampir 2 minggu gk di angkut2 juga
nomor yg tertera di hubungi gk bisa2
giliran minta iuran sampah ceper
giliran ngangkut sampah aja lama
kembalikan uang saya",sampah
"bisakah saya meminta bantuan ke dinas lingkungan, untuk saya bisa menerima pasokan sampah untuk budidaya maggot yg saya ingin dirikan?",sampah
"pak,sy mnt tlg kepada petugas kebersihan di cikande,untuk segera mengangkut sampah,krn perminggu sy sdh byr,untk 2minggu ini sampah jg blm di angkut,mohon ketertibannya pk",sampah
lingkungan indah bersih dan nyaman bagi pengendara dijalan itu indah..dan di jln.proklamasi ada pohon yang mau tumbang,hutan
mohon maaf....saya tinggal di kamp.gaga larangan samping rumah saya tanah kosong tetangga saya pada buang sampahnya di samping rumah saya udara didalam rumah saya sudah bau sekali...tolong di beri penyuluhan atau di tindak lanjuti keluhan saya...terima kasih,sampah
"satpam nya jutek dan tidak punya sopan santun, saya sarankan pecat aja yang model begitu",sampah
"assalamulaikum..
pak saya mau tanya kalau limbah batu bara dibuang disekitar perkampungan apa berbahaya tidak?",limbah
"dicueki  dong sama satpamnya, gak guna banget cuman nongkorong nongkrong doang kerjanya",sampah
"aku sih pengennya dimanja, tapi kalo mereka manjain aku, yg manjain mereka siapa dong ? 😜 …",others
pelayanan yang membuat kota kita aman.. lebih baik untuk pelayanan yang lebih baik dong terima kasih,layanan
"semoga cilegon bisa menjadi kota yang bersih kedepan, masih banyak hal yang perlu dibenahi seperti stock pile di depan perumahan tci yang debunya tentunya akan sangat berbahaya bagi penghuni perumahan tersebut",others
"sampah dimana2 di pinggir jalan cilegon plastik2 merah penuh sampah..
gmna solusinya ?
perbanyak truck sampah di setiap lingkungan biar pada buang sampah gak di jalan",sampah
"tolong angkut pohon yang tumbang di depan toko saya. sudah 3 hari ga di angkut2 karena ganggu usaha
lokasi jln ayip usman link kali miring kec serang",hutan
"tolong berhentikan mobil-mobil monster yang ber lalu lalang di jalan desa sentul-curug bonteng, sangat meng ganggu pengguna jalan lainnya, lagi musim panas debu nya , lagi musim hujan jalan licin di mohon untuk dinas lingkungan hidup tolong di berhentikan apalagi sekarang limbah-limbah sampah di buang kesini",sampah
untuk penanganan sampah kurangg bagusss...cenderungg masyarakat buang sampah sembarangan krna minimnya tmpat yg di.sediakann untuk buang sampahh!!!!,sampah
untuk dinas lingkungan hidup kota serang tolong d tindak lanjuti masalah tambang pasir.karena sungai cidanaw keruh,others
saya dari aktivis lingkungan mohon maaf bagaimana saya untuk menghidupkan suatu organisasi/komunitas agar lingkungan di banten terjaga dan tidak banyak nya sampah mohon kerjasamanya saya pengen banten ini tidak banyak sampah atau penggunaan tong sampah berkurang saya banyak melihat disekitar prov. banten ini banyak sampah yg tertinggal dibiarkan begitu saja namun kurangnya perhatian dari lingkungan saya harap sampah ini bisa diselesaikan dengan banyak disediakan tong sampah dan pembuangan sampah agar tidak asal asalan terimakasih🙏🙏🙏,sampah
"tempat tersembunyi dari keramaian japan raya, pelayanan ramah, namun ruangan sempit dan terasa seram, sebaiknya kantor diperluas atau pindah tempat baru yang lebih strategis di pinggir jalan raya.",fasilitas umum
"lokasinya masuk ke dalam, sekitar 50 meter dari jalan raya. mungkin perlu plang penunjuk jalan di pinggi jalan raya. soalnya kalau pakai google map malah nyasar ke lab dlh nya",fasilitas umum
"kota serang,kota berkembang ,.yg terletak disebelah barat bagian pulau jawa dan ibu kota provinsi banten",others
"hallo dlh tangsel untuk toko kami kealingan pohon besar pinggir jalan dan sudah menjuntai sampai kejalan sampai terkena kabel"" besar juga. mohon untuk segera dilakukan penebangan pohonnya agar tidak terkena kabel dan toko kami dapat terlihat lebih jelas. tolong segera dapat dieksekusi secepatnya. terima kasih",hutan
"tukang sampahnya parah, saya abdul muin saya ngontrak di jl masjid nurul qomar rt02 rw06, sawah baru, saya mau komplain masalah iuran sampah, saya dimintai 30.000, setahu saya nominal iuran sampah bulanan itu tergantung daya wat listrik, daya wat listrik saya hanya 2200 wat dan seharusnya hanya membayar 10.000 rupiah sesuai peraturan pemerintah, karena atasan saya yg tinggal di parigi hanya membayar 15.000 rupiah & abang istri saya yg ngontrak di dekat stasiun sudimara itu hanya membayar 10.000 per kepala, jadi sekali lagi saya mohon bantuannya kepada dinas lingkungan hidup
terima kasih 🙏",sampah
"assalamualaikum wr.wb
terimakasih banyak kami ucapkan kepada dlh tangsel dan juga tim atas bantuan dan kerjasamanya dalam menebang pohon dirumah kami sekiranya kini kami sudah tidak khawatir lg pohon tumbang, semua tim bekerja dengan rapih dan sigap..sekali lg terimakasih atas bantuan dan kerjasamanya
serta respon yg baik,,",hutan
"kepada:
pahlawan kebersihan lingkungan hidup tangsel
saya mau curhat.... apakah boleh buang limbah septictank/tinja ke got depan pintu persis?
setau saya kalau mau buang septictank kan harus di sedot pake mobil dinas sedot wc.
ini kontrakan saya menetap buang septictank nya persis di got depan pintu masuk. bau nya kemana mana. jadi gak napsu makan.
dan saluran nya di tutup  semen agar tidak terlihat.
sepertinya tidak peduli penjaga nya. (samuel). padahal kontrakan harga nya 900rb/bulan. dan penuh. saya pikir hanya darurat karena ada yg mampet.. ternyata sudah berhari-hari sampai hari ini di bulan oktober 2022.
jelas merusak  lingkungan sekitar!!!
tolong pak di tindak....
kontrakan : saraswati 3.
alamat : gg. bambu , jurang mangu timur, pd.aren.
terima kasih pak...
semoga fast respon
ale  081317818793
driver gojek
salam waras",limbah
"tolong lah bapak2 yg ada di dlh tangsel bergerak. udh 2th ini di belakang perumahan beranda serpong org bakar sampah tiap hari. udh sering ditegur slama 2th ga ada perubahan. ttep bakar sampah sampai agustus 2023 ini. tiap hr kami hirup bau kabel kebakar, bau plastik kebakar, bikin sesek nafas!! mau ke mana lg kami ngadu, dlh kasih solusi lah itu yg bakar sampah kasih gratis angkutan sampah. kita ini terlalu sering negur khawatir gesekan nnti ujung2nya. tolong lah bapak2 dlh tangsel gerak.",sampah
"tolong disediakan bak sampah di area pondok cabe, seperti bak sampah yg disediakan di kemanggisan/belakang pasar ciputat. demi memudahkan masyarakat membuang sampah pada tempatnya, kadang beberapa warga kasian, berat biaya iuran sampah bulanan.",sampah
bisa uji emosi mobil pribadi kah.... seharusnya bisa.... apakah sdh ada aplikasi registrasi nya agar kemana2 aman alias mobil saya lulus emosi gas buang alias go green... mou swiss,others
"tolong diurus dong pegawai yang koruptif maen, ada masyarakat komplain banyak pemungut dan pembakar sampah ilegal, yg ketika kami protes ke dlh nya, pegawainya malah nawarin pemungut sampah dari dia, ketika kami tanya ke pemungut sampah di sekitar kami kenapa gak kerja sama dlh, jawabannha punglinya terlalu besar jadi gak untung
tolong dong diurus, tangsel ini polusi tertinggi di indonesia, disebabkan oknum bakar sampah sembarangan, masa gak malu?",sampah
wilayah perbatasan warga dengan pihak palm bintaro bermasalah dengan penutupan saluran air. tolong dibantu karena akan berakibat fatal jika terjadi banjir secara terus menerus,polusi
"mohon bantuan dinas kebersihan dan sampah area pondok jagung timur , petugas pemungut sampah sudah ada dengan armada mobil kecil, namun yang terjadi masih terlambat untuk pengambilan sampah secara menyeluruh di rw 011, ..dan menjadi komplain warga setiap saat.. mohon bantuan nya. .. bisa hubungi ke pengurus lingkungan rw 011 pondok jagung timur... terima kasih responya.",sampah
"pada saat itu,kami mampir ke dlh,karena satu tujuan serta ada keperluan yg di.maksud..
tempo hr kesana ada urusan permintaan ijin penebangan pohon,yg sdh amat tua serta membahayakan orang banyak ..
apabila lg di musim penghujan serta angin,hawatir. ..",hutan
"siang pak saya dari gading serpong nih mau nanya
dlh yg suka mengambil sampah di serpong .suka libur nya hari jumat bukan nya libur nya hari mingu ya ko libur semingu kadang 3 kali .tolong di ingatkan agar bertangung jawab dalam bekerja ..kita tiap bulan bayar sampah ko gk pernah telat ....semenjak sampah jarang di ambil skrang tempat yg saya tingal banyak nyamuk .......",sampah
"parkir luas utk motor dan mobil, ada lobi dengan keamanan 24 jam, tamu disediakan ruang tunggu, ruang laktasi, musholla wangi ber-ac, toilet, dapur,  tersedia 2 buah ruangan rapat,",others
"slamat siang bp ibu , saya mau tebang pohon mangga yg ada didepan rumah saya karena sudah terlalu besar, saya mohon bantuan dari kantor tata lingkungan kota tangsel untuk menebangnya alamat saya jln alhidayah rt01/ 02 no 8 pondok jaya  pondok aren tangsel, saya mohon bantuannya bp ibu yg terhormat trimasih sebelumnya",hutan
"sudah 3 hari di daerah pondok aren, parigi baru, h.rasam terdapat bau seperti karet terbakar, tapi belum tau titik baunya berada dimana, mohon ditanggapi karna sangat mengganggu baik utk org dewasa maupun anak bayi. terima kasih.",limbah
"di daerah tempat sy di pondok jagung got2 nya semua mampet pasir dan tanah sudah menumpuk, tolong di keruk karna musim penghujan saat ini membuat saluran pembuangan jd tdk lancar. ( di depan bakso jwr pondok jagung )",others
"pak tolong ddaerah pondok aren, parigi tetangga sebelah sangat mengangu karna pembakaran sampah yg terus terusan mengakibatkan pencemaran polusi yg sangat parah, susah bernapas batuk dan tenggorokan kering, tolong dtidak lanjuti karna tidak ada udara bersih yg bisa dihirup.",sampah
"kami baru ini  berkunjung ke kantor dinas lingkungan  hidup,tepat nya di samping kantor dprd tangerang  selatan rupa nya,karena dr jalan raya utama tulisan  nya kecil.persis di depan perumahan batan indah",fasilitas umum
"pejabat nya tidak profesional.
tiap dateng gak pernah ada
pelayan masyarakat kok begitu.
kerjanya cuma ngobrol,ngerokok,ngopi dan berak doang.
akhir bukan minta gaji.",others
"sampahmu tanggung jawabmu..
mulai lah dri diri kita sendiri untuk menciptakan lingkungan yang sehat dan bersih dengan tidak membuang sampah sembarangan..🤝🤝 …",sampah
dinsos tangsel pelayanan baik dan ramah..  pastinya ga pake pungli..  beda dengan keluarahan bnyak pungli nya..,layanan
tolong di tindak lanjuti.di jln hj nurleman rt 02/003.benda baru pamulang.ada pembuangn limbah ke got.sisa pengasapan ikan rumahan..klo hujan banjir airnya hitam.sampe masuk ke pemukiman warga baunya sangat menggangu..,limbah
"kantor dinas lingkungan hidup kota tangerang selatan,,lokasinya disebelah kantor dprd tangerang selatan dan tempat uji kir kendaraan..",others
diurus dong ini.. tangerang selatan penuh asap! banyak warga yang selalu bakar sampah! polusi dimana2! kerja dong kalian!,sampah
dibalik keramahan ada sesuatu. tak ada yang sempurna. salam sehat dari supir anggota dpr-ri dapil banten.,others
"setiap kesini pelayanan depan bagus,  2 kali kesana staf nya ga di tempat mulu..  ada juga si pelayanan nya low respon..",layanan
mohon ditegur operator penyedot toilet yang membuang fesesnya ke lubang di jlan air jlan victor bsd.,polusi
tempat yang bagus dan hijau. letaknya di pojok kompleks. anda harus masuk sekitar 100m. parkir selalu penuh.,others
akibat limbah pengolahan pabrik susu di jl raya lembang sangat sangat mengganggu warga sekitar...semoga dinas lingkungan hidup kbb bisa turun tangan nih...terimakasih,limbah
"asap kebakaran dari tpa sarimukti adalah akumulasi dari sampah2 yang sebelumnya tak terurus
manajemen pengelolaan sampahnya sungguh buruk, perlu banyak belajar dengan daerah lain yg bagus dalam manajemennya atau minimal dalam jajaran dlh pilihlah orang yang memang lulusan s1 atau s2 teknik lingkungan",sampah
tolong bapak pengurus diwilayah lembang bandung barat agar ditinjau ke lapangan dengan alamat jl. barulaksana rt 04 rw 01 desa jayagiri kec. lembang. ada lapangan kami warga menyebutnya pt disitu ada anggota dinas kebersihan dan dia membuka rongsokan.. dan maaf aza sampah yg disortir di situ sisanya kdg di angkut kdg dibakar disitu dan klo membakarnya ga tau waktu kdg malem2 serasa sy pribadi nih disauna sama bau asapnya itu... padahal kan tidk diperbolehkan. kami warga sdh protes tp ttp saja membandel... jd kawasan kami seperti tempat pembuangan akhir.. kami hrs protes kemana lagi.. mungkin ke kepala dinasny bisa lngsg ditinjau... dia itu pendatang tp sudah mencemari lingkungan...,sampah
"penarikan selalu telat di rw 17 desa ciwaruga kec parongpong bandung barat, tidak ada kejelasan dari truk seenaknya tiap minggu sampah menumpuk",sampah
"buang sampah sembarangan ,dilakukan rw di desa sariwangi kecamatan parongpong,. lokasi dekat perumahan warga tanpa koordinasi dan pemberitahuan, kami mohon tindakan dari  dinas terkait, terimakasij.",sampah
sudah laporan berkali kali mulai dr email dan laporan warga ke kec terkait bau busuk di belakang komplek yg sudah lama gak pagi gak siang gak malam pingin muntah. tapi belum ada tindakan tegas nyata terhadap aduan ini. hy kunjungan dan ultimatum pada pabrik pengolahan buku ayam nya. coba klo petugas dlhk yg menghirup udara busuk tiap hari gmn tolong dong pak kami sgt tunggu tindakan tegas nya terimakasih,limbah
"tolong ini sampah di soreang kok banyak banget ya, di polres banyak pinggir jalan, di jalan raya juga banyak, ada beberapa titik tempat. gimana nih solusinya? mohon untuk diangkut dan kasih sosialisasi nya ke warga tolol yg buang sampah sembarangan.",sampah
"program kampung bedas di desa lebak muncang ciwidey sangat baik sekali, memberdayakan masyarakat dengan pengelolaan lingkungan hidup dan mengembangkan ekonomi sirkular untuk pemberdayaan masyarakat lokal.",others
"maaf ini sampah di komplek gading tutuka 2, udh hampir 2 minggu mau diambil kapan? kita sering bayar iuran tiap bulan tp pengambilan ngaret mulu 👎👎👎 …",sampah
"maaf saya belum bisa kasih bintang lebih, pelayanan di bagian reusepionis nya gak ramah jutek, mau minta tanda terima laporan juga ribet sampai gak di kasih..",layanan
"pelayanannya ramah, kebersihannya cukup terjaga, parkir juga cukup luas. di sebrang kantor dlh ada taman uncal",layanan
kantor dinas lingkungan hidup kabupaten bandung.. didepan kantor ada hewan kijang suasana lingkungan asri sejuk banyak pohon..,hutan
"baleendah kabupaten bandung,tolong dong sampah nya banyak di biarin.dh gk ke urus",sampah
"sudah hampir satu tahun kasus mobil bak pengangkut sampah diparkir di jalan utama ditengah-tengah pemukiman warga ini belum direspon oleh dlh dan belum ada tindak lanjut. lokasi di jalan utama jalan sadang menuju komplek bumi cibiru raya, kel cinunuk, kec cileunyi, kab. bandung. bau sudah sangat menyengat sampai masuk rumah2 di lingkungan pemukiman, dampak lingkungan sekitar menjadi kumuh, serta menimbulkan kemacetan karena diparkir di jalan utama menuju komplek. pihak rt,rw, perangkat desa ataupun warga disini seperti tutup mata atau sudah pasrah juga dengan kasus ini. bahkan pernah saya kontak japri ke orang dlh kenalan teman saya yang konsultan lingkungan, malah seolah-olah lempar tanggung jawab dengan alasan prosedural ""oh ini tanggung jawab swasta oh ini bla bla bla"" kalo seperti ini lebih baik bubarkan saja dlh, ngga ada fungsinya.",sampah
untuk pengaduan pembakaran sampah kemana yaa?? saya tidak dapat informasi melalui akun instagram dlh untuk prosedur pengaduannya. mohon dibantu untuk mempermudah pelaporannya ya. asapnya sudah sangat mengganggu.,sampah
selamat siang pak/ibu dari lingkungan hidup kota bekasi...saya punya keluhan kalo tetangga saya naro bak truk dari dinas kebersihan kota bekasi di lingkungan saya...dan saya merasa terganggu dengan hal itu...apa bener dinas kebersihan kota bekasi ga punya pool nya yg nampung truk sampah yg rusak hingga naro bak truk nya sembarangan...lokasinya di antara dalam rt 05 rw 19 jati makmur pondok gede...mohon untuk segera di tindak lanjuti pak laporan nya,sampah
"saya mau melaporkan tetangga saya hobi bakar sampah yg bikin sesak dan asapnya masuk kerumah…
dan dia buka bengkel reparasi mobil yg dimana klo ngecat itu baunya keluar sampe masuk rumah…
tolong solusinya pak, klo begini setiap hari kami bisa2 terkena penyakit paru2…",sampah
"penanganan dari dinas lh kota bekasi sangat bagus, terutama untuk penanganan pembakaran sampah yang bikin ngebul seisi rumah.",sampah
"astaghfirullah..... niat mau sholat dzuhur di masjidnya setetes airpun tidak keluar dari kerannya, hallo..... ini kantor pemerintah bukan sih, memalukan.... untuk orang2 yg ingin cari pahala/sholat saja di buat susah... masya allah.
semoga kalian di bukakan mata hatinya dan selalu di beri kesehatan oleh allah swt. #praytobekasi#",polusi
"maaf untuk dinas kebersihan di bagian perumnas 1 sudah libur 3 harian ini untuk pengambilan sampah kenapa ya . sampah sudah mulai menumpuk . uang bulanan lancar kebersihan kurang lancar apa gara"" tidak ada pengawasan lebih tegas dari atasan",sampah
"parkir motor dan mobil sulit, tidak ada satpam yg mengarahkan, pns terlihat banyak di luar ruangan dan ngobrol2, tidak transparan mau urus dokumen ukl upl, tidak ada pelayanan yg bisa diakses masyarakat dengan mudah, bau2 ehem uang yg tdk dijalur yg benar... 😅😅😅 oh bekasi..... bekasi.....
agak kecewa sih, udah datang langsung tapi nggak ada informasi berharga yg bs diambil ...",sampah
sampah gak jelas di buang di tempat lain bukanya di ambil dari petugas . uang tiap hari bayar,sampah
tempatnya skrng baru lokasi parkirannya skrng luas dan tempatnya skrng lebih luas dan bagus serta bersih,others
tolong lah cek oknum petugas lapangannya ...sampah seminggu ga di ambil sudah musim penghujan ..bayar bulanan mah tanggal 1 awal sdh nagih,sampah
"saya adalah orang tidak berpendidikan,
saya tinggal dikampung pengasinan kecamatan rawalumbu, dilingkungan saya ada pabrik peleburan emas elektronik. saya perhatikan pabrik itu berjalan lancar tanpa memperhatikan limbah dan dampak buat warga sekitar. mohon bantuanya wahai blh kota bekasi, saya menaruh harapan kepada kalian",limbah
"komplek perkantoran yang bagus, tapi sayangnya penunjuk arahnya tidak ada. kalau pakai google map diarahkan lewat jalan belakang kantor yang ternyata tidak boleh dilewati. jadinya muter lagi buat masuk lewat depan.",fasilitas umum
"selamat pagi bapak/ibu hrd terhormat
maaf saya melihat perkerjaan pasukan oranye di depan perusahaan.
saya mau menanyakan apa kah masih ada lowongan..???
terimakasih",others
letaknya berada di tengah kawasan perkantoran pemerintahan kota bekasi. untuk dlh berada di lantai 4.,others
setelah bergabung dengan bpld dinas kebersihan menjadi dinas lingkungan hidup menurut sya tidak fokus pada kebersihan,others
"masih perlu diperhatikan,diawasi,diperbaiki lanjutan mengenai dlh kota bekasi by lsm green comunity",others
"assalamualaikum pak bu, bagaimana y melamar menjadi petugas kebersihan, terimakasih",others
"kerja para pegawai nggak pada bener kali y? semoga kalian melihat apa yang warga rasakan. itu sampah sepanjang jalan raya inspeksi kalimalang deket gardu induk pln cikarang belum dibersihkan, jalan raya setu dekat lapangan hijau sebrang durian tumpah desa cibuntu, jalan raya setu desa cibuntu sebrang dian lamda itu ada oknum buang sampah sembarang. mohon diangkut sampah nya",sampah
"pada pihak berwenang sya sebagai warga indonesia dgn sangat mohon tinjau tepatnya desa suka sejati rt06/rw 3 cikarang selatan bekasi,setiap malam ada pembakaran sampah industri yg baunya sampai radius 2km,dan baunya itu masuk dlm rumah pun masih bau,buat sesak napas sakit kepala.tolong pantau lah pak mngkin pejabt desa sudah tidk anggp sma yg pnya  usaha",sampah
"sy eku fauzi warga rt 01/01 desa karang baru.-4 februari 2024 -tolong segera di tinjut ,ada penumpukan sampah di jln yos sudarso persis d  jembatan kali cikarang dan warga sekitar merasa terganggu krna penumpukan sampah semakin banyak jika tdk segera d tangani,oknum pembuang sampah sembarangan adalah para pedagang pasar!!! mohon d tinjut pa...trmksh dan salam 🙏",sampah
