complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
astaghfirullahsampai segitunya merusak fasilitas umum semoga ada tindakan tegas dari aparat hukum untuk grup horeg horeg di indonesia,fasilitas umum,astaghfirullahsampai segitunya merusak fasilitas umum semoga ada tindakan tegas dari aparat hukum untuk grup horeg horeg di indonesia,"['astaghfirullahsampai', 'segitunya', 'merusak', 'fasilitas', 'semoga', 'tindakan', 'aparat', 'hukum', 'grup', 'horeg', 'horeg', 'indonesia']",astaghfirullahsampai segitunya rusak fasilitas moga tindak aparat hukum grup horeg horeg indonesia,1
desibel yang sangat tinggi dari sound horeg berakibat buruk untuk kesehatan salah satunya dapat menurunkan fungsi kognitif langsung terbukti bagaimana mereka merusak fasilitas umum demi sound ini lewat,fasilitas umum,desibel yang sangat tinggi dari sound horeg berakibat buruk untuk kesehatan salah satunya dapat menurunkan fungsi kognitif langsung terbukti bagaimana mereka merusak fasilitas umum demi sound ini lewat,"['desibel', 'sound', 'horeg', 'berakibat', 'buruk', 'kesehatan', 'salah', 'satunya', 'menurunkan', 'fungsi', 'kognitif', 'langsung', 'terbukti', 'merusak', 'fasilitas', 'sound']",desibel sound horeg akibat buruk sehat salah satu turun fungsi kognitif langsung bukti rusak fasilitas sound,1
malah mengganggu masyarakat umum bahkan merusak fasilitas nyat ompol banget,fasilitas umum,malah mengganggu masyarakat umum bahkan merusak fasilitas nyat ompol banget,"['mengganggu', 'masyarakat', 'merusak', 'fasilitas', 'nyat', 'ompol', 'banget']",ganggu masyarakat rusak fasilitas nyat ompol banget,1
tindakan ini termasuk merusak fasilitas umum kan ya kok ga ditindak min,fasilitas umum,tindakan ini termasuk merusak fasilitas umum kan ya kok ga ditindak min,"['tindakan', 'merusak', 'fasilitas', 'ya', 'ga', 'ditindak', 'min']",tindak rusak fasilitas ya ga tindak min,1
harusnya sebelum acaranya dimulai diukur dulu tinggi dan lebarnya jalan biar tidak merusak fasilitas umum ini kan bukan hanya merusak aja tapi pembatas jalan itu kan ada fungsinya apa ada jaminan setelah acara itu pembatas jalan langsung dibangun lagi,fasilitas umum,harusnya sebelum acaranya dimulai diukur dulu tinggi dan lebarnya jalan biar tidak merusak fasilitas umum ini kan bukan hanya merusak aja tapi pembatas jalan itu kan ada fungsinya apa ada jaminan setelah acara itu pembatas jalan langsung dibangun lagi,"['acaranya', 'diukur', 'lebarnya', 'jalan', 'biar', 'merusak', 'fasilitas', 'merusak', 'aja', 'pembatas', 'jalan', 'fungsinya', 'jaminan', 'acara', 'pembatas', 'jalan', 'langsung', 'dibangun']",acara ukur lebar jalan biar rusak fasilitas rusak aja batas jalan fungsi jamin acara batas jalan langsung bangun,1
wuasu kabeh kui ra due toto kromo opo manfaat sound horek masa fasilitas umum di rusak,fasilitas umum,wuasu kabeh kui ra due toto kromo opo manfaat sound horek masa fasilitas umum di rusak,"['wuasu', 'kabeh', 'kui', 'ra', 'due', 'toto', 'kromo', 'opo', 'manfaat', 'sound', 'horek', 'fasilitas', 'rusak']",wuasu kabeh kui ra due toto kromo opo manfaat sound horek fasilitas rusak,1
jgn prnah sungkan utk menegur org di tmpat umum jika yg bersangkutan merokok tdk di tempatnya menggunakan fasilitas umum tdk dgn semestinya buang sampah sembarangan dan lainnya tersinggung apa gak itu soal lain yg penting kita membantu memperbaiki budaya lama,fasilitas umum,jgn prnah sungkan utk menegur org di tmpat umum jika yg bersangkutan merokok tdk di tempatnya menggunakan fasilitas umum tdk dgn semestinya buang sampah sembarangan dan lainnya tersinggung apa gak itu soal lain yg penting kita membantu memperbaiki budaya lama,"['jgn', 'prnah', 'sungkan', 'utk', 'menegur', 'org', 'tmpat', 'yg', 'bersangkutan', 'merokok', 'tdk', 'tempatnya', 'fasilitas', 'tdk', 'dgn', 'semestinya', 'buang', 'sampah', 'sembarangan', 'tersinggung', 'gak', 'yg', 'membantu', 'memperbaiki', 'budaya']",jgn prnah sungkan utk tegur org tmpat yg sangkut rokok tdk tempat fasilitas tdk dgn mesti buang sampah sembarang singgung gak yg bantu baik budaya,1
makin meresahkan ini suka banget merusak fasilitas umum,fasilitas umum,makin meresahkan ini suka banget merusak fasilitas umum,"['meresahkan', 'suka', 'banget', 'merusak', 'fasilitas']",resah suka banget rusak fasilitas,1
video rombongan sound horeg sering merusak fasilitas umum dan property masyarakat dan viral tapi kenapa tidak ditindak tegas ya bang,fasilitas umum,video rombongan sound horeg sering merusak fasilitas umum dan property masyarakat dan viral tapi kenapa tidak ditindak tegas ya bang,"['video', 'rombongan', 'sound', 'horeg', 'merusak', 'fasilitas', 'property', 'masyarakat', 'viral', 'ditindak', 'ya', 'bang']",video rombong sound horeg rusak fasilitas property masyarakat viral tindak ya bang,1
kok tidak adanya tindakan dari aparat kepolisian setelah sering kegiatan unfaedah ini merusak fasilitas umum,fasilitas umum,kok tidak adanya tindakan dari aparat kepolisian setelah sering kegiatan unfaedah ini merusak fasilitas umum,"['tindakan', 'aparat', 'kepolisian', 'kegiatan', 'unfaedah', 'merusak', 'fasilitas']",tindak aparat polisi giat unfaedah rusak fasilitas,1
kok dibiarin yah sama perangkat desa nya kelakuan bodoh gini merusak fasilitas umum,fasilitas umum,kok dibiarin yah sama perangkat desa nya kelakuan bodoh gini merusak fasilitas umum,"['dibiarin', 'yah', 'perangkat', 'desa', 'nya', 'kelakuan', 'bodoh', 'gini', 'merusak', 'fasilitas']",dibiarin yah perangkat desa nya laku bodoh gin rusak fasilitas,1
keren banget pemerintah pajak yg kita bayar beneran balik lagi buat fasilitas umum n layanan publik mantap bgt semoga makin transparan n akuntabel ya,fasilitas umum,keren banget pemerintah pajak yg kita bayar beneran balik lagi buat fasilitas umum n layanan publik mantap bgt semoga makin transparan n akuntabel ya,"['keren', 'banget', 'pemerintah', 'pajak', 'yg', 'bayar', 'beneran', 'fasilitas', 'n', 'layanan', 'publik', 'mantap', 'bgt', 'semoga', 'transparan', 'n', 'akuntabel', 'ya']",keren banget perintah pajak yg bayar beneran fasilitas n layan publik mantap bgt moga transparan n akuntabel ya,1
bangga jadi warga negara taat pajak saat tahu dampaknya sebesar ini kerasa kan fasilitas umum makin bagus ayo terus bayar pajak,fasilitas umum,bangga jadi warga negara taat pajak saat tahu dampaknya sebesar ini kerasa kan fasilitas umum makin bagus ayo terus bayar pajak,"['bangga', 'warga', 'negara', 'taat', 'pajak', 'dampaknya', 'kerasa', 'fasilitas', 'bagus', 'ayo', 'bayar', 'pajak']",bangga warga negara taat pajak dampak rasa fasilitas bagus ayo bayar pajak,1
biar bukan jw semua fasilitas umum akan lebih baik dari pd beban negara membengkak,fasilitas umum,biar bukan jw semua fasilitas umum akan lebih baik dari pd beban negara membengkak,"['biar', 'jw', 'fasilitas', 'pd', 'beban', 'negara', 'membengkak']",biar jw fasilitas pd beban negara bengkak,1
tindakan opm tidak bisa diterima mereka terus meneror masyarakat dan menghancurkan fasilitas umum,fasilitas umum,tindakan opm tidak bisa diterima mereka terus meneror masyarakat dan menghancurkan fasilitas umum,"['tindakan', 'opm', 'diterima', 'meneror', 'masyarakat', 'menghancurkan', 'fasilitas']",tindak opm terima teror masyarakat hancur fasilitas,1
coba bayangkan dengan harta segini banyaknya ditambah jabatan safsus presiden ngeluh dengan fasilitas rumah sakit yang seharusnya sebagai jembatan rakyat untuk membangun fasilitas umum malah memperkaya diri datangnya saat butuh suara rakyat doangberak lah,fasilitas umum,coba bayangkan dengan harta segini banyaknya ditambah jabatan safsus presiden ngeluh dengan fasilitas rumah sakit yang seharusnya sebagai jembatan rakyat untuk membangun fasilitas umum malah memperkaya diri datangnya saat butuh suara rakyat doangberak lah,"['coba', 'bayangkan', 'harta', 'segini', 'banyaknya', 'ditambah', 'jabatan', 'safsus', 'presiden', 'ngeluh', 'fasilitas', 'rumah', 'sakit', 'jembatan', 'rakyat', 'membangun', 'fasilitas', 'memperkaya', 'datangnya', 'butuh', 'suara', 'rakyat', 'doangberak']",coba bayang harta gin banyak tambah jabat safsus presiden ngeluh fasilitas rumah sakit jembatan rakyat bangun fasilitas kaya datang butuh suara rakyat doangberak,1
semua juga karena para anggota dewan yg didaerah nggk mau peduli dengan sarana dan prasarana fasilitas tempat pelayanan umum,fasilitas umum,semua juga karena para anggota dewan yg didaerah nggk mau peduli dengan sarana dan prasarana fasilitas tempat pelayanan umum,"['anggota', 'dewan', 'yg', 'didaerah', 'nggk', 'peduli', 'sarana', 'prasarana', 'fasilitas', 'pelayanan']",anggota dewan yg daerah nggk peduli sarana prasarana fasilitas layan,1
mangkanya dikasih fasilitas rumah dikalibataudah dikasih fasilitas rumah gak mau pakai gmn shmau alasan macet ya naik transpotasi umum kan busway lrt dan angkutan umum lain ada biar ngerasain hasil kebijakannya gmn biar rasain jadi masyarakat wakil rakyat kan,fasilitas umum,mangkanya dikasih fasilitas rumah dikalibataudah dikasih fasilitas rumah gak mau pakai gmn shmau alasan macet ya naik transpotasi umum kan busway lrt dan angkutan umum lain ada biar ngerasain hasil kebijakannya gmn biar rasain jadi masyarakat wakil rakyat kan,"['mangkanya', 'dikasih', 'fasilitas', 'rumah', 'dikalibataudah', 'dikasih', 'fasilitas', 'rumah', 'gak', 'pakai', 'gmn', 'shmau', 'alasan', 'macet', 'ya', 'transpotasi', 'busway', 'lrt', 'angkutan', 'biar', 'ngerasain', 'hasil', 'kebijakannya', 'gmn', 'biar', 'rasain', 'masyarakat', 'wakil', 'rakyat']",mangkanya kasih fasilitas rumah dikalibataudah kasih fasilitas rumah gak pakai gmn shmau alas macet ya transpotasi busway lrt angkut biar ngerasain hasil bijak gmn biar rasain masyarakat wakil rakyat,1
aku pny temen yg dpt suami org korsel dia kalo sama ibunyaortu tuh hormat bgt kaya perhatian tp suka protes kalau ad fasilitas umum yg mengutamakan wanita hamil dsb malah prnh nyeletuk dia sengaja hamil biar diperlakukan spesial ya,fasilitas umum,aku pny temen yg dpt suami org korsel dia kalo sama ibunyaortu tuh hormat bgt kaya perhatian tp suka protes kalau ad fasilitas umum yg mengutamakan wanita hamil dsb malah prnh nyeletuk dia sengaja hamil biar diperlakukan spesial ya,"['pny', 'temen', 'yg', 'dpt', 'suami', 'org', 'korsel', 'kalo', 'ibunyaortu', 'tuh', 'hormat', 'bgt', 'kaya', 'perhatian', 'tp', 'suka', 'protes', 'ad', 'fasilitas', 'yg', 'mengutamakan', 'wanita', 'hamil', 'dsb', 'prnh', 'nyeletuk', 'sengaja', 'hamil', 'biar', 'diperlakukan', 'spesial', 'ya']",pny temen yg dpt suami org korsel kalo ibunyaortu tuh hormat bgt kaya perhati tp suka protes ad fasilitas yg utama wanita hamil dsb prnh nyeletuk sengaja hamil biar laku spesial ya,1
kemudian lokasi pc diinstall dekat fasilitas umum pc sering ditempatkan dekat dengan sekolah pusat perbelanjaan stasiun atau tempat umum lainnya di mana pejalan kaki memiliki kebutuhan rutin untuk menyeberang jalan,fasilitas umum,kemudian lokasi pc diinstall dekat fasilitas umum pc sering ditempatkan dekat dengan sekolah pusat perbelanjaan stasiun atau tempat umum lainnya di mana pejalan kaki memiliki kebutuhan rutin untuk menyeberang jalan,"['lokasi', 'pc', 'diinstall', 'fasilitas', 'pc', 'ditempatkan', 'sekolah', 'pusat', 'perbelanjaan', 'stasiun', 'pejalan', 'kaki', 'memiliki', 'kebutuhan', 'rutin', 'menyeberang', 'jalan']",lokasi pc diinstall fasilitas pc tempat sekolah pusat belanja stasiun pejal kaki milik butuh rutin seberang jalan,1
bayangkan betapa luar biasanya pahala amal jariyah ini setiap kali seseorang membaca alquran dari mushaf yang kita sumbangkan atau menggunakan fasilitas umum yang kita bangun pahala tersebut akan terus bertambah meskipun kita sedang beristirahat di alam kubur,fasilitas umum,bayangkan betapa luar biasanya pahala amal jariyah ini setiap kali seseorang membaca alquran dari mushaf yang kita sumbangkan atau menggunakan fasilitas umum yang kita bangun pahala tersebut akan terus bertambah meskipun kita sedang beristirahat di alam kubur,"['bayangkan', 'betapa', 'pahala', 'amal', 'jariyah', 'kali', 'membaca', 'alquran', 'mushaf', 'sumbangkan', 'fasilitas', 'bangun', 'pahala', 'bertambah', 'beristirahat', 'alam', 'kubur']",bayang betapa pahala amal jariyah kali baca alquran mushaf sumbang fasilitas bangun pahala tambah istirahat alam kubur,1
gaji dari rakyat fasilitas dari rakyat pas pake jalan umum yg dibiayain dari rakyat mau pake seenaknya kek paling besar bayar pajaknya,fasilitas umum,gaji dari rakyat fasilitas dari rakyat pas pake jalan umum yg dibiayain dari rakyat mau pake seenaknya kek paling besar bayar pajaknya,"['gaji', 'rakyat', 'fasilitas', 'rakyat', 'pas', 'pake', 'jalan', 'yg', 'dibiayain', 'rakyat', 'pake', 'kek', 'bayar', 'pajaknya']",gaji rakyat fasilitas rakyat pas pake jalan yg dibiayain rakyat pake kek bayar pajak,1
tolak sound meresahkan perusak fasilitas umum dan pribadi,fasilitas umum,tolak sound meresahkan perusak fasilitas umum dan pribadi,"['tolak', 'sound', 'meresahkan', 'perusak', 'fasilitas', 'pribadi']",tolak sound resah usak fasilitas pribadi,1
indonesia be like ngebangun fasilitas umum untuk masyarakat tidak bisa dilakukan tiada keuntungan diprivatisasi potong subsidi ngebangun gedung pemerintahan gas terus tapi meleset tidak sesuai dengan tujuan milyaran ga memberikan keuntungan samsek,fasilitas umum,indonesia be like ngebangun fasilitas umum untuk masyarakat tidak bisa dilakukan tiada keuntungan diprivatisasi potong subsidi ngebangun gedung pemerintahan gas terus tapi meleset tidak sesuai dengan tujuan milyaran ga memberikan keuntungan samsek,"['indonesia', 'be', 'like', 'ngebangun', 'fasilitas', 'masyarakat', 'tiada', 'keuntungan', 'diprivatisasi', 'potong', 'subsidi', 'ngebangun', 'gedung', 'pemerintahan', 'gas', 'meleset', 'sesuai', 'tujuan', 'milyaran', 'ga', 'keuntungan', 'samsek']",indonesia be like ngebangun fasilitas masyarakat tiada untung privatisasi potong subsidi ngebangun gedung perintah gas meleset sesuai tuju milyaran ga untung samsek,1
selamat malam kak mohon maaf atas ketidaknyamanannya saat ini belum tersedia fasilitas toilet di area luar stasiun bandung namun sudah direncanakan untuk pembangunan toilet umum di area luar stasiun bandung semoga ke depannya bisa terealisasi secepatnya ya kak railmin,fasilitas umum,selamat malam kak mohon maaf atas ketidaknyamanannya saat ini belum tersedia fasilitas toilet di area luar stasiun bandung namun sudah direncanakan untuk pembangunan toilet umum di area luar stasiun bandung semoga ke depannya bisa terealisasi secepatnya ya kak railmin,"['selamat', 'malam', 'kak', 'mohon', 'maaf', 'ketidaknyamanannya', 'tersedia', 'fasilitas', 'toilet', 'area', 'stasiun', 'bandung', 'direncanakan', 'pembangunan', 'toilet', 'area', 'stasiun', 'bandung', 'semoga', 'depannya', 'terealisasi', 'secepatnya', 'ya', 'kak', 'railmin']",selamat malam kak mohon maaf ketidaknyamanannya sedia fasilitas toilet area stasiun bandung rencana bangun toilet area stasiun bandung moga depan realisasi cepat ya kak railmin,1
sdr ananda menjelaskan bahwa sampah plastik yang diolah menjadi ecobrick akan dirangkai menjadi meja yang nantinya akan digunakan sebagai fasilitas umum di pos keamanan lingkungan kelurahan mangunharjo,fasilitas umum,sdr ananda menjelaskan bahwa sampah plastik yang diolah menjadi ecobrick akan dirangkai menjadi meja yang nantinya akan digunakan sebagai fasilitas umum di pos keamanan lingkungan kelurahan mangunharjo,"['sdr', 'ananda', 'sampah', 'plastik', 'diolah', 'ecobrick', 'dirangkai', 'meja', 'fasilitas', 'pos', 'keamanan', 'lingkungan', 'kelurahan', 'mangunharjo']",sdr ananda sampah plastik olah ecobrick rangkai meja fasilitas pos aman lingkung lurah mangunharjo,1
oknum fbr terkenal dengan pungli pedagang kaki lima udah rahasia umum ada pkl jatah fbr pasti ada bahkan lapak jualan di trotoar atau pinggir jalan bisa diperjualbelikan padahal lahan itu bukan punya orang tapi fasilitas umum rahasia umum akan tetap berjalan siapapun gubernur nya,fasilitas umum,oknum fbr terkenal dengan pungli pedagang kaki lima udah rahasia umum ada pkl jatah fbr pasti ada bahkan lapak jualan di trotoar atau pinggir jalan bisa diperjualbelikan padahal lahan itu bukan punya orang tapi fasilitas umum rahasia umum akan tetap berjalan siapapun gubernur nya,"['oknum', 'fbr', 'terkenal', 'pungli', 'pedagang', 'kaki', 'udah', 'rahasia', 'pkl', 'jatah', 'fbr', 'lapak', 'jualan', 'trotoar', 'pinggir', 'jalan', 'diperjualbelikan', 'lahan', 'orang', 'fasilitas', 'rahasia', 'berjalan', 'gubernur', 'nya']",oknum fbr kenal pungli dagang kaki udah rahasia pkl jatah fbr lapak jual trotoar pinggir jalan diperjualbelikan lahan orang fasilitas rahasia jalan gubernur nya,1
pajak lebih tinggi daripada jepang akan tetapi kontras dgn jepang pemerintah ri sama sekali tidak becus dalam hal menyediakan fasilitas kesehatan pendidikan kendaraan umum keamanan keselamatan dari bencana alam saluran air minum dan makanan yg jelas kandungan gizinya,fasilitas umum,pajak lebih tinggi daripada jepang akan tetapi kontras dgn jepang pemerintah ri sama sekali tidak becus dalam hal menyediakan fasilitas kesehatan pendidikan kendaraan umum keamanan keselamatan dari bencana alam saluran air minum dan makanan yg jelas kandungan gizinya,"['pajak', 'jepang', 'kontras', 'dgn', 'jepang', 'pemerintah', 'ri', 'becus', 'menyediakan', 'fasilitas', 'kesehatan', 'pendidikan', 'kendaraan', 'keamanan', 'keselamatan', 'bencana', 'alam', 'saluran', 'air', 'minum', 'makanan', 'yg', 'kandungan', 'gizinya']",pajak jepang kontras dgn jepang perintah ri becus sedia fasilitas sehat didik kendara aman selamat bencana alam salur air minum makan yg kandung gizi,1
eh sumpah manusia bodoh anjir ngerusak fasilitas umum terus buang buang duit gaada guna ngapain coba begitu kampret banget pengen bawa mereka ke kak gem biar di kasih paham,fasilitas umum,eh sumpah manusia bodoh anjir ngerusak fasilitas umum terus buang buang duit gaada guna ngapain coba begitu kampret banget pengen bawa mereka ke kak gem biar di kasih paham,"['eh', 'sumpah', 'manusia', 'bodoh', 'anjir', 'ngerusak', 'fasilitas', 'buang', 'buang', 'duit', 'gaada', 'ngapain', 'coba', 'kampret', 'banget', 'pengen', 'bawa', 'kak', 'gem', 'biar', 'kasih', 'paham']",eh sumpah manusia bodoh anjir ngerusak fasilitas buang buang duit gaada ngapain coba kampret banget ken bawa kak gem biar kasih paham,1
ini sorot mata elias sekilas menangkap beberapa figur lain yang berdiri tegap di sana dan mengenakan pakaian berbeda dari masyarakat umum yang menggunakan fasilitas ini oh apakah mereka dari pihak militer lamunan elias tersadarkan ketika sudah tiba gilirannya untuk,fasilitas umum,ini sorot mata elias sekilas menangkap beberapa figur lain yang berdiri tegap di sana dan mengenakan pakaian berbeda dari masyarakat umum yang menggunakan fasilitas ini oh apakah mereka dari pihak militer lamunan elias tersadarkan ketika sudah tiba gilirannya untuk,"['sorot', 'mata', 'elias', 'sekilas', 'menangkap', 'figur', 'berdiri', 'tegap', 'mengenakan', 'pakaian', 'berbeda', 'masyarakat', 'fasilitas', 'oh', 'militer', 'lamunan', 'elias', 'tersadarkan', 'gilirannya']",sorot mata elias kilas tangkap figur diri tegap kena pakai beda masyarakat fasilitas oh militer lamun elias sadar gilir,1
hampir semua fasilitas umum loh di rusak sama penikmat sound horeg horeg tai anj aparat sana gada yang ngurusin kah,fasilitas umum,hampir semua fasilitas umum loh di rusak sama penikmat sound horeg horeg tai anj aparat sana gada yang ngurusin kah,"['fasilitas', 'loh', 'rusak', 'penikmat', 'sound', 'horeg', 'horeg', 'tai', 'anj', 'aparat', 'gada', 'ngurusin', 'kah']",fasilitas loh rusak nikmat sound horeg horeg tai anj aparat gada ngurusin kah,1
dasar orang kampungan udah kampung kolot otaknya nggak dipakai lebih berguna fasilitas umum apa soundmu yang gak jelas itu duhhh najisss,fasilitas umum,dasar orang kampungan udah kampung kolot otaknya nggak dipakai lebih berguna fasilitas umum apa soundmu yang gak jelas itu duhhh najisss,"['dasar', 'orang', 'kampungan', 'udah', 'kampung', 'kolot', 'otaknya', 'nggak', 'dipakai', 'berguna', 'fasilitas', 'soundmu', 'gak', 'duhhh', 'najisss']",dasar orang kampung udah kampung kolot otak nggak pakai guna fasilitas soundmu gak duhhh najisss,1
diangkat jadi pejabat dikasih tunjangan gaji fasilitas yang nominalnya besar mosok ya masih harus merendahkan diri berdesakan di angkutan umum dengan para jelata bodoh miskin buluk yang tetap mau mencoblos setiap lima tahun,fasilitas umum,diangkat jadi pejabat dikasih tunjangan gaji fasilitas yang nominalnya besar mosok ya masih harus merendahkan diri berdesakan di angkutan umum dengan para jelata bodoh miskin buluk yang tetap mau mencoblos setiap lima tahun,"['diangkat', 'pejabat', 'dikasih', 'tunjangan', 'gaji', 'fasilitas', 'nominalnya', 'mosok', 'ya', 'merendahkan', 'berdesakan', 'angkutan', 'jelata', 'bodoh', 'miskin', 'buluk', 'mencoblos']",angkat jabat kasih tunjang gaji fasilitas nominal mosok ya rendah desa angkut jelata bodoh miskin buluk coblos,1
kami berterima kasih atas pembangunan fasilitas umum yang semakin memadai sepuluhtahunkemajuan,fasilitas umum,kami berterima kasih atas pembangunan fasilitas umum yang semakin memadai sepuluhtahunkemajuan,"['berterima', 'kasih', 'pembangunan', 'fasilitas', 'memadai', 'sepuluhtahunkemajuan']",terima kasih bangun fasilitas pada sepuluhtahunkemajuan,1
terima kasih atas inisiatif anda yang telah memperbaiki dan membangun banyak fasilitas umum meningkatkan kualitas hidup sepuluhtahunkemajuan,fasilitas umum,terima kasih atas inisiatif anda yang telah memperbaiki dan membangun banyak fasilitas umum meningkatkan kualitas hidup sepuluhtahunkemajuan,"['terima', 'kasih', 'inisiatif', 'memperbaiki', 'membangun', 'fasilitas', 'meningkatkan', 'kualitas', 'hidup', 'sepuluhtahunkemajuan']",terima kasih inisiatif baik bangun fasilitas tingkat kualitas hidup sepuluhtahunkemajuan,1
mending alokasi buat pendidikan gratis fasilitas umum di pelosok sama bikin proyek usaha yang bisa nyerap tenaga kerja banyak buat mengurangi angka pengangguran jujur ini belum efektif kalo diterapkan sekarang karna ketimpangan juga masih banyak di kelas menengan ke bawah,fasilitas umum,mending alokasi buat pendidikan gratis fasilitas umum di pelosok sama bikin proyek usaha yang bisa nyerap tenaga kerja banyak buat mengurangi angka pengangguran jujur ini belum efektif kalo diterapkan sekarang karna ketimpangan juga masih banyak di kelas menengan ke bawah,"['mending', 'alokasi', 'pendidikan', 'gratis', 'fasilitas', 'pelosok', 'bikin', 'proyek', 'usaha', 'nyerap', 'tenaga', 'kerja', 'mengurangi', 'angka', 'pengangguran', 'jujur', 'efektif', 'kalo', 'diterapkan', 'karna', 'ketimpangan', 'kelas', 'menengan']",mending alokasi didik gratis fasilitas pelosok bikin proyek usaha nyerap tenaga kerja kurang angka anggur jujur efektif kalo terap karna timpang kelas neng,1
sebelum keliling kenapa penyusunan sound horeg di buat agar tidak nyangkut ke fasilitas umum atau rumah warga ya,fasilitas umum,sebelum keliling kenapa penyusunan sound horeg di buat agar tidak nyangkut ke fasilitas umum atau rumah warga ya,"['keliling', 'penyusunan', 'sound', 'horeg', 'nyangkut', 'fasilitas', 'rumah', 'warga', 'ya']",keliling susun sound horeg nyangkut fasilitas rumah warga ya,1
sdm rendah banget yang begini anjir fasilitas umum malah digituin,fasilitas umum,sdm rendah banget yang begini anjir fasilitas umum malah digituin,"['sdm', 'rendah', 'banget', 'anjir', 'fasilitas', 'digituin']",sdm rendah banget anjir fasilitas digituin,1
tidak ada habisnya membahas ulah dari para pelaku sound horeg yang kerap kali meresahkan selain suaranya yang mengganggu kelompok ini sering merusak fasilitas umum barubaru ini sebuah video viral di media sosial menunjukkan sekelompok sound horeg merusak tiang lampu jalan fn,fasilitas umum,tidak ada habisnya membahas ulah dari para pelaku sound horeg yang kerap kali meresahkan selain suaranya yang mengganggu kelompok ini sering merusak fasilitas umum barubaru ini sebuah video viral di media sosial menunjukkan sekelompok sound horeg merusak tiang lampu jalan fn,"['habisnya', 'membahas', 'ulah', 'pelaku', 'sound', 'horeg', 'kerap', 'kali', 'meresahkan', 'suaranya', 'mengganggu', 'kelompok', 'merusak', 'fasilitas', 'barubaru', 'video', 'viral', 'media', 'sosial', 'sekelompok', 'sound', 'horeg', 'merusak', 'tiang', 'lampu', 'jalan', 'fn']",habis bahas ulah laku sound horeg kerap kali resah suara ganggu kelompok rusak fasilitas barubaru video viral media sosial kelompok sound horeg rusak tiang lampu jalan fn,1
gak semua fasilitas umum bisa di pakai goblok emang fasilitas umum kan umumnya buat anak kecil tolol,fasilitas umum,gak semua fasilitas umum bisa di pakai goblok emang fasilitas umum kan umumnya buat anak kecil tolol,"['gak', 'fasilitas', 'pakai', 'goblok', 'emang', 'fasilitas', 'anak', 'tolol']",gak fasilitas pakai goblok emang fasilitas anak tolol,1
ngeliat konten di tt isinya panitia sound horeg ngerusak fasilitas umum tu bikin hihh,fasilitas umum,ngeliat konten di tt isinya panitia sound horeg ngerusak fasilitas umum tu bikin hihh,"['ngeliat', 'konten', 'tt', 'isinya', 'panitia', 'sound', 'horeg', 'ngerusak', 'fasilitas', 'tu', 'bikin', 'hihh']",ngeliat konten tt isi panitia sound horeg ngerusak fasilitas tu bikin hihh,1
demi hobi tetap berjalan fasilitas umum rela di rusak kocak amat dah sdm rendah,fasilitas umum,demi hobi tetap berjalan fasilitas umum rela di rusak kocak amat dah sdm rendah,"['hobi', 'berjalan', 'fasilitas', 'rela', 'rusak', 'kocak', 'dah', 'sdm', 'rendah']",hobi jalan fasilitas rela rusak kocak dah sdm rendah,1
tentu saja bukan indonesia kalo fasilitas umum bikin nyaman dan gak ganggu warganya ini polusi suara lol jinglenya ini unnecessary bgt,fasilitas umum,tentu saja bukan indonesia kalo fasilitas umum bikin nyaman dan gak ganggu warganya ini polusi suara lol jinglenya ini unnecessary bgt,"['indonesia', 'kalo', 'fasilitas', 'bikin', 'nyaman', 'gak', 'ganggu', 'warganya', 'polusi', 'suara', 'lol', 'jinglenya', 'unnecessary', 'bgt']",indonesia kalo fasilitas bikin nyaman gak ganggu warga polusi suara lol jinglenya unnecessary bgt,1
sound horeg ini ga ada regulasinya apa ya banyak merusak fasilitas umum buat akses jalan,fasilitas umum,sound horeg ini ga ada regulasinya apa ya banyak merusak fasilitas umum buat akses jalan,"['sound', 'horeg', 'ga', 'regulasinya', 'ya', 'merusak', 'fasilitas', 'akses', 'jalan']",sound horeg ga regulasi ya rusak fasilitas akses jalan,1
kenapa horeg ini sistemnya keliling pakai truk kenapa nggak di lapangan terbuka saja jadi tidak merusak fasilitas umum dan rumah warga hiburan yang terlalu banyak merugikan ada yang joget sampai sehari semalam letak kebudayaannya di mana,fasilitas umum,kenapa horeg ini sistemnya keliling pakai truk kenapa nggak di lapangan terbuka saja jadi tidak merusak fasilitas umum dan rumah warga hiburan yang terlalu banyak merugikan ada yang joget sampai sehari semalam letak kebudayaannya di mana,"['horeg', 'sistemnya', 'keliling', 'pakai', 'truk', 'nggak', 'lapangan', 'terbuka', 'merusak', 'fasilitas', 'rumah', 'warga', 'hiburan', 'merugikan', 'joget', 'sehari', 'semalam', 'letak', 'kebudayaannya']",horeg sistem keliling pakai truk nggak lapang buka rusak fasilitas rumah warga hibur rugi joget hari malam letak budaya,1
kejadian dimana ini min biar termotivasi kerja karena mereka harusnya bisa dipidana merusak fasilitas umum,fasilitas umum,kejadian dimana ini min biar termotivasi kerja karena mereka harusnya bisa dipidana merusak fasilitas umum,"['kejadian', 'dimana', 'min', 'biar', 'termotivasi', 'kerja', 'dipidana', 'merusak', 'fasilitas']",jadi mana min biar motivasi kerja pidana rusak fasilitas,1
